BmGene	BmChr	BmGeneStart	Bmsbid	PnGene	PnChr	PnGeneStart	sbid
BGIBMGA000974	Bmori_chr_2	6614598	86	PIENAPG00000001206	Pnapi_chr_1	2166943	1
BGIBMGA000977	Bmori_chr_2	6740054	86	PIENAPG00000006746	Pnapi_chr_1	2094244	1
BGIBMGA000978	Bmori_chr_2	6754178	86	PIENAPG00000007041	Pnapi_chr_1	2113013	1
BGIBMGA000979	Bmori_chr_2	6771470	86	PIENAPG00000000095	Pnapi_chr_1	2067857	1
BGIBMGA000981	Bmori_chr_2	6900440	86	PIENAPG00000012737	Pnapi_chr_1	1997999	1
BGIBMGA000983	Bmori_chr_2	6969794	86	PIENAPG00000005816	Pnapi_chr_1	1954316	1
BGIBMGA000984	Bmori_chr_2	6991663	86	PIENAPG00000013538	Pnapi_chr_1	1783360	1
BGIBMGA000985	Bmori_chr_2	7010019	86	PIENAPG00000000989	Pnapi_chr_1	1658980	1
BGIBMGA000986	Bmori_chr_2	7018056	86	PIENAPG00000001861	Pnapi_chr_1	1627979	1
BGIBMGA000988	Bmori_chr_2	7085055	86	PIENAPG00000012228	Pnapi_chr_1	1673206	1
BGIBMGA000989	Bmori_chr_2	7110466	86	PIENAPG00000005236	Pnapi_chr_1	1687223	1
BGIBMGA000990	Bmori_chr_2	7115489	86	PIENAPG00000000117	Pnapi_chr_1	1761908	1
BGIBMGA000992	Bmori_chr_2	7152072	86	PIENAPG00000001982	Pnapi_chr_1	1933327	1
BGIBMGA000996	Bmori_chr_2	7198648	86	PIENAPG00000013302	Pnapi_chr_1	1920511	1
BGIBMGA001000	Bmori_chr_2	7285114	86	PIENAPG00000004618	Pnapi_chr_1	1874953	1
BGIBMGA001003	Bmori_chr_2	7298138	86	PIENAPG00000009727	Pnapi_chr_1	1823879	1
BGIBMGA001006	Bmori_chr_2	7433809	86	PIENAPG00000009771	Pnapi_chr_1	1587220	1
BGIBMGA001018	Bmori_chr_2	7535265	86	PIENAPG00000008994	Pnapi_chr_1	1561480	1
BGIBMGA001020	Bmori_chr_2	7545623	86	PIENAPG00000001548	Pnapi_chr_1	1527669	1
BGIBMGA001023	Bmori_chr_2	7609500	86	PIENAPG00000012641	Pnapi_chr_1	1495836	1
BGIBMGA001027	Bmori_chr_2	7628385	86	PIENAPG00000011525	Pnapi_chr_1	1473807	1
BGIBMGA001030	Bmori_chr_2	7726705	86	PIENAPG00000006492	Pnapi_chr_1	1468050	1
BGIBMGA001031	Bmori_chr_2	7823099	86	PIENAPG00000009994	Pnapi_chr_1	1368588	1
BGIBMGA001032	Bmori_chr_2	7906138	86	PIENAPG00000011591	Pnapi_chr_1	1307619	1
BGIBMGA001035	Bmori_chr_2	8035658	86	PIENAPG00000009286	Pnapi_chr_1	1260621	1
BGIBMGA001038	Bmori_chr_2	8068124	86	PIENAPG00000012979	Pnapi_chr_1	1231983	1
BGIBMGA001040	Bmori_chr_2	8117136	86	PIENAPG00000003714	Pnapi_chr_1	1190193	1
BGIBMGA001042	Bmori_chr_2	8135814	86	PIENAPG00000010968	Pnapi_chr_1	1182563	1
BGIBMGA001043	Bmori_chr_2	8164609	86	PIENAPG00000002764	Pnapi_chr_1	1147982	1
BGIBMGA001044	Bmori_chr_2	8192346	86	PIENAPG00000012446	Pnapi_chr_1	1058884	1
BGIBMGA001045	Bmori_chr_2	8207840	86	PIENAPG00000007950	Pnapi_chr_1	1081349	1
BGIBMGA001047	Bmori_chr_2	8228353	86	PIENAPG00000004794	Pnapi_chr_1	1071390	1
BGIBMGA001052	Bmori_chr_2	8277257	86	PIENAPG00000005946	Pnapi_chr_1	793724	1
BGIBMGA001054	Bmori_chr_2	8308409	86	PIENAPG00000011171	Pnapi_chr_1	824877	1
BGIBMGA001055	Bmori_chr_2	8400894	86	PIENAPG00000007194	Pnapi_chr_1	867417	1
BGIBMGA001056	Bmori_chr_2	8601045	86	PIENAPG00000003038	Pnapi_chr_1	644893	1
BGIBMGA001058	Bmori_chr_2	9211405	86	PIENAPG00000006152	Pnapi_chr_1	897281	1
BGIBMGA001061	Bmori_chr_2	9252425	86	PIENAPG00000011960	Pnapi_chr_1	925853	1
BGIBMGA001074	Bmori_chr_2	9911178	86	PIENAPG00000005137	Pnapi_chr_1	49622	1
BGIBMGA001076	Bmori_chr_2	9962789	86	PIENAPG00000012274	Pnapi_chr_1	68991	1
BGIBMGA001078	Bmori_chr_2	10003786	86	PIENAPG00000006243	Pnapi_chr_1	97060	1
BGIBMGA001081	Bmori_chr_2	10055587	86	PIENAPG00000010840	Pnapi_chr_1	121609	1
BGIBMGA001084	Bmori_chr_2	10155884	86	PIENAPG00000009093	Pnapi_chr_1	177067	1
BGIBMGA001086	Bmori_chr_2	10189963	86	PIENAPG00000009889	Pnapi_chr_1	213777	1
BGIBMGA001089	Bmori_chr_2	10229081	86	PIENAPG00000009370	Pnapi_chr_1	239509	1
BGIBMGA001091	Bmori_chr_2	10257697	86	PIENAPG00000013519	Pnapi_chr_1	261787	1
BGIBMGA001095	Bmori_chr_2	10292987	86	PIENAPG00000001166	Pnapi_chr_1	306310	1
BGIBMGA001096	Bmori_chr_2	10311551	86	PIENAPG00000009446	Pnapi_chr_1	318080	1
BGIBMGA001097	Bmori_chr_2	10334472	86	PIENAPG00000008924	Pnapi_chr_1	334322	1
BGIBMGA001098	Bmori_chr_2	10356369	86	PIENAPG00000007177	Pnapi_chr_1	349036	1
BGIBMGA001099	Bmori_chr_2	10368937	86	PIENAPG00000000214	Pnapi_chr_1	366322	1
BGIBMGA001102	Bmori_chr_2	10384626	86	PIENAPG00000008029	Pnapi_chr_1	377490	1
BGIBMGA001107	Bmori_chr_2	10456551	86	PIENAPG00000006849	Pnapi_chr_1	460297	1
BGIBMGA011404	Bmori_chr_20	622	87	PIENAPG00000010473	Pnapi_chr_15	11692574	33
BGIBMGA011406	Bmori_chr_20	12039	87	PIENAPG00000008886	Pnapi_chr_15	11699336	33
BGIBMGA011408	Bmori_chr_20	29735	87	PIENAPG00000003123	Pnapi_chr_15	11705001	33
BGIBMGA011410	Bmori_chr_20	50767	87	PIENAPG00000009879	Pnapi_chr_15	11743747	33
BGIBMGA011411	Bmori_chr_20	218969	87	PIENAPG00000010109	Pnapi_chr_15	11793922	33
BGIBMGA011412	Bmori_chr_20	254970	87	PIENAPG00000003770	Pnapi_chr_15	11815745	33
BGIBMGA011415	Bmori_chr_20	271416	87	PIENAPG00000004679	Pnapi_chr_15	11821387	33
BGIBMGA011419	Bmori_chr_20	292918	87	PIENAPG00000004894	Pnapi_chr_15	11828853	33
BGIBMGA011422	Bmori_chr_20	524785	87	PIENAPG00000008564	Pnapi_chr_15	12066351	33
BGIBMGA011429	Bmori_chr_20	1368811	87	PIENAPG00000000376	Pnapi_chr_15	10015394	31
BGIBMGA011430	Bmori_chr_20	1370319	87	PIENAPG00000007924	Pnapi_chr_15	10018050	31
BGIBMGA011431	Bmori_chr_20	1879844	87	PIENAPG00000009257	Pnapi_chr_15	10023254	31
BGIBMGA011437	Bmori_chr_20	2218173	87	PIENAPG00000001120	Pnapi_chr_15	10307707	31
BGIBMGA011440	Bmori_chr_20	2392068	87	PIENAPG00000005452	Pnapi_chr_15	10463244	31
BGIBMGA011442	Bmori_chr_20	2430873	87	PIENAPG00000002526	Pnapi_chr_15	10475384	31
BGIBMGA011443	Bmori_chr_20	2449853	87	PIENAPG00000013397	Pnapi_chr_15	10482259	31
BGIBMGA011444	Bmori_chr_20	2464801	87	PIENAPG00000005800	Pnapi_chr_15	10498989	31
BGIBMGA011445	Bmori_chr_20	2468748	87	PIENAPG00000012075	Pnapi_chr_15	10500689	31
BGIBMGA011449	Bmori_chr_20	2581911	87	PIENAPG00000012819	Pnapi_chr_15	10661915	31
BGIBMGA011450	Bmori_chr_20	2585392	87	PIENAPG00000013237	Pnapi_chr_15	10662773	31
BGIBMGA011451	Bmori_chr_20	2611678	87	PIENAPG00000012301	Pnapi_chr_15	10680811	31
BGIBMGA011452	Bmori_chr_20	2618123	87	PIENAPG00000011221	Pnapi_chr_15	10686596	31
BGIBMGA011455	Bmori_chr_20	2628816	87	PIENAPG00000011073	Pnapi_chr_15	10688593	31
BGIBMGA011456	Bmori_chr_20	2632607	87	PIENAPG00000001380	Pnapi_chr_15	10695098	31
BGIBMGA011457	Bmori_chr_20	2636407	87	PIENAPG00000001431	Pnapi_chr_15	10700669	31
BGIBMGA011459	Bmori_chr_20	2700336	87	PIENAPG00000013559	Pnapi_chr_15	10736029	31
BGIBMGA011461	Bmori_chr_20	2733889	87	PIENAPG00000013559	Pnapi_chr_15	10736029	31
BGIBMGA011465	Bmori_chr_20	2816317	87	PIENAPG00000008300	Pnapi_chr_15	10831430	31
BGIBMGA011468	Bmori_chr_20	2962962	87	PIENAPG00000006660	Pnapi_chr_15	12409353	33
BGIBMGA011469	Bmori_chr_20	2980709	87	PIENAPG00000003623	Pnapi_chr_15	12381641	33
BGIBMGA011470	Bmori_chr_20	3012388	87	PIENAPG00000004898	Pnapi_chr_15	12362259	33
BGIBMGA011471	Bmori_chr_20	3042040	87	PIENAPG00000004730	Pnapi_chr_15	12338679	33
BGIBMGA011473	Bmori_chr_20	3060674	87	PIENAPG00000012410	Pnapi_chr_15	12312268	33
BGIBMGA011474	Bmori_chr_20	3091651	87	PIENAPG00000013427	Pnapi_chr_15	12296103	33
BGIBMGA011477	Bmori_chr_20	3230583	88	PIENAPG00000001158	Pnapi_chr_5	12992232	84
BGIBMGA011478	Bmori_chr_20	3238661	88	PIENAPG00000012449	Pnapi_chr_5	12980892	84
BGIBMGA011480	Bmori_chr_20	3317575	88	PIENAPG00000000551	Pnapi_chr_5	12916135	84
BGIBMGA011481	Bmori_chr_20	3398890	88	PIENAPG00000010230	Pnapi_chr_5	12843095	84
BGIBMGA011507	Bmori_chr_20	3567347	88	PIENAPG00000010230	Pnapi_chr_5	12843095	84
BGIBMGA011509	Bmori_chr_20	3599440	88	PIENAPG00000007893	Pnapi_chr_5	12795926	84
BGIBMGA011514	Bmori_chr_20	3793708	88	PIENAPG00000005448	Pnapi_chr_5	12653806	84
BGIBMGA011525	Bmori_chr_20	4070864	88	PIENAPG00000001684	Pnapi_chr_5	12491375	84
BGIBMGA011540	Bmori_chr_20	4260936	88	PIENAPG00000003379	Pnapi_chr_5	12467651	84
BGIBMGA011542	Bmori_chr_20	4287537	88	PIENAPG00000004183	Pnapi_chr_5	9639961	84
BGIBMGA011544	Bmori_chr_20	4293462	88	PIENAPG00000001151	Pnapi_chr_5	9642743	84
BGIBMGA011549	Bmori_chr_20	4510628	89	PIENAPG00000003818	Pnapi_chr_15	7643753	31
BGIBMGA011550	Bmori_chr_20	4528822	89	PIENAPG00000012884	Pnapi_chr_15	7656850	31
BGIBMGA011552	Bmori_chr_20	4612357	89	PIENAPG00000000047	Pnapi_chr_15	7722088	31
BGIBMGA011554	Bmori_chr_20	4666568	89	PIENAPG00000003287	Pnapi_chr_15	7770423	31
BGIBMGA011555	Bmori_chr_20	4719565	89	PIENAPG00000004274	Pnapi_chr_15	7787730	31
BGIBMGA011558	Bmori_chr_20	4748389	89	PIENAPG00000002950	Pnapi_chr_15	7806163	31
BGIBMGA011559	Bmori_chr_20	4756496	89	PIENAPG00000010751	Pnapi_chr_15	7812368	31
BGIBMGA011560	Bmori_chr_20	4759990	89	PIENAPG00000010201	Pnapi_chr_15	7817060	31
BGIBMGA011562	Bmori_chr_20	4988404	89	PIENAPG00000012719	Pnapi_chr_15	7989060	31
BGIBMGA011563	Bmori_chr_20	4994397	89	PIENAPG00000009314	Pnapi_chr_15	7995444	31
BGIBMGA011564	Bmori_chr_20	4998502	89	PIENAPG00000000310	Pnapi_chr_15	7996241	31
BGIBMGA011565	Bmori_chr_20	5009441	89	PIENAPG00000013273	Pnapi_chr_15	8005612	31
BGIBMGA011566	Bmori_chr_20	5011028	89	PIENAPG00000001875	Pnapi_chr_15	8007677	31
BGIBMGA011570	Bmori_chr_20	5051935	89	PIENAPG00000010438	Pnapi_chr_15	8038123	31
BGIBMGA011571	Bmori_chr_20	5056780	89	PIENAPG00000011067	Pnapi_chr_15	8040982	31
BGIBMGA011573	Bmori_chr_20	5072799	89	PIENAPG00000013622	Pnapi_chr_15	8057860	31
BGIBMGA011575	Bmori_chr_20	5097256	89	PIENAPG00000011384	Pnapi_chr_15	8126975	31
BGIBMGA011577	Bmori_chr_20	5273192	89	PIENAPG00000013577	Pnapi_chr_15	8293517	31
BGIBMGA011580	Bmori_chr_20	5328985	89	PIENAPG00000002273	Pnapi_chr_15	8347191	31
BGIBMGA011581	Bmori_chr_20	5342914	89	PIENAPG00000009390	Pnapi_chr_15	8358189	31
BGIBMGA011582	Bmori_chr_20	5349784	89	PIENAPG00000012796	Pnapi_chr_15	8358322	31
BGIBMGA011583	Bmori_chr_20	5364452	89	PIENAPG00000012950	Pnapi_chr_15	8373759	31
BGIBMGA011584	Bmori_chr_20	5563665	89	PIENAPG00000012758	Pnapi_chr_15	8502676	31
BGIBMGA011585	Bmori_chr_20	5573404	89	PIENAPG00000007708	Pnapi_chr_15	8504771	31
BGIBMGA011587	Bmori_chr_20	5600879	89	PIENAPG00000004270	Pnapi_chr_15	8530447	31
BGIBMGA011588	Bmori_chr_20	5619087	89	PIENAPG00000004791	Pnapi_chr_15	8532490	31
BGIBMGA011589	Bmori_chr_20	5629663	89	PIENAPG00000011725	Pnapi_chr_15	8536988	31
BGIBMGA011591	Bmori_chr_20	5641604	89	PIENAPG00000000959	Pnapi_chr_15	8547210	31
BGIBMGA011592	Bmori_chr_20	5691507	89	PIENAPG00000001930	Pnapi_chr_15	8572258	31
BGIBMGA011594	Bmori_chr_20	5815807	89	PIENAPG00000001816	Pnapi_chr_15	8778811	31
BGIBMGA011595	Bmori_chr_20	5857264	89	PIENAPG00000010796	Pnapi_chr_15	8814984	31
BGIBMGA011597	Bmori_chr_20	6060973	89	PIENAPG00000005757	Pnapi_chr_15	9033955	31
BGIBMGA011599	Bmori_chr_20	6603251	89	PIENAPG00000006167	Pnapi_chr_15	9149984	31
BGIBMGA011601	Bmori_chr_20	6720774	90	PIENAPG00000004447	Pnapi_chr_5	13641472	84
BGIBMGA011603	Bmori_chr_20	6733022	90	PIENAPG00000004421	Pnapi_chr_5	13651616	84
BGIBMGA011604	Bmori_chr_20	6737228	90	PIENAPG00000009171	Pnapi_chr_5	13653461	84
BGIBMGA011607	Bmori_chr_20	6763810	90	PIENAPG00000000341	Pnapi_chr_5	13672869	84
BGIBMGA011608	Bmori_chr_20	6791977	90	PIENAPG00000007444	Pnapi_chr_5	13697362	84
BGIBMGA011610	Bmori_chr_20	6823742	90	PIENAPG00000012429	Pnapi_chr_5	13730405	84
BGIBMGA011615	Bmori_chr_20	6914657	90	PIENAPG00000002886	Pnapi_chr_5	13775627	84
BGIBMGA011628	Bmori_chr_20	7101222	90	PIENAPG00000013388	Pnapi_chr_5	13781052	84
BGIBMGA011629	Bmori_chr_20	7104898	90	PIENAPG00000013074	Pnapi_chr_5	13783490	84
BGIBMGA011630	Bmori_chr_20	7111106	90	PIENAPG00000007968	Pnapi_chr_5	13789950	84
BGIBMGA011631	Bmori_chr_20	7121737	90	PIENAPG00000013028	Pnapi_chr_5	13798977	84
BGIBMGA011632	Bmori_chr_20	7146307	91	PIENAPG00000002043	Pnapi_chr_15	7630470	31
BGIBMGA011639	Bmori_chr_20	7300056	92	PIENAPG00000011785	Pnapi_chr_5	14408583	84
BGIBMGA011652	Bmori_chr_20	7445620	92	PIENAPG00000011673	Pnapi_chr_5	14395325	84
BGIBMGA011653	Bmori_chr_20	7453703	92	PIENAPG00000002693	Pnapi_chr_5	14389134	84
BGIBMGA011654	Bmori_chr_20	7499196	92	PIENAPG00000001467	Pnapi_chr_5	14377822	84
BGIBMGA011657	Bmori_chr_20	7525294	92	PIENAPG00000000852	Pnapi_chr_5	14372627	84
BGIBMGA011659	Bmori_chr_20	7610904	92	PIENAPG00000003229	Pnapi_chr_5	14349236	84
BGIBMGA011660	Bmori_chr_20	7627358	92	PIENAPG00000010688	Pnapi_chr_5	14343495	84
BGIBMGA011662	Bmori_chr_20	7637334	92	PIENAPG00000000145	Pnapi_chr_5	11964902	84
BGIBMGA011664	Bmori_chr_20	7672494	92	PIENAPG00000006861	Pnapi_chr_5	11905692	84
BGIBMGA011665	Bmori_chr_20	7706470	92	PIENAPG00000009331	Pnapi_chr_5	11899860	84
BGIBMGA011666	Bmori_chr_20	7729711	92	PIENAPG00000002908	Pnapi_chr_5	11889393	84
BGIBMGA011669	Bmori_chr_20	7736808	92	PIENAPG00000007770	Pnapi_chr_5	11892174	84
BGIBMGA011670	Bmori_chr_20	7746494	92	PIENAPG00000005513	Pnapi_chr_5	11876880	84
BGIBMGA011672	Bmori_chr_20	7814439	92	PIENAPG00000002795	Pnapi_chr_5	11842685	84
BGIBMGA011674	Bmori_chr_20	7874671	92	PIENAPG00000007850	Pnapi_chr_5	11793190	84
BGIBMGA011675	Bmori_chr_20	7883842	92	PIENAPG00000006025	Pnapi_chr_5	11782884	84
BGIBMGA011676	Bmori_chr_20	7915297	92	PIENAPG00000005825	Pnapi_chr_5	11763008	84
BGIBMGA011678	Bmori_chr_20	7934957	92	PIENAPG00000011997	Pnapi_chr_5	11738275	84
BGIBMGA011679	Bmori_chr_20	7947373	92	PIENAPG00000000732	Pnapi_chr_5	11729703	84
BGIBMGA011680	Bmori_chr_20	7964585	92	PIENAPG00000009070	Pnapi_chr_5	11721564	84
BGIBMGA011681	Bmori_chr_20	7969931	92	PIENAPG00000003057	Pnapi_chr_5	11718226	84
BGIBMGA011684	Bmori_chr_20	8008791	92	PIENAPG00000006827	Pnapi_chr_5	11693026	84
BGIBMGA011686	Bmori_chr_20	8056039	92	PIENAPG00000005807	Pnapi_chr_5	11679032	84
BGIBMGA011691	Bmori_chr_20	8740455	92	PIENAPG00000013585	Pnapi_chr_5	9635245	84
BGIBMGA011693	Bmori_chr_20	8766694	92	PIENAPG00000004506	Pnapi_chr_5	14276151	84
BGIBMGA011694	Bmori_chr_20	8769355	92	PIENAPG00000004506	Pnapi_chr_5	14276151	84
BGIBMGA011696	Bmori_chr_20	8779702	92	PIENAPG00000011921	Pnapi_chr_5	14280068	84
BGIBMGA011697	Bmori_chr_20	8822741	92	PIENAPG00000002368	Pnapi_chr_5	14304835	84
BGIBMGA011698	Bmori_chr_20	8863868	92	PIENAPG00000009561	Pnapi_chr_5	14317429	84
BGIBMGA011716	Bmori_chr_20	9626814	92	PIENAPG00000000498	Pnapi_chr_5	12026214	84
BGIBMGA011718	Bmori_chr_20	9673857	92	PIENAPG00000008399	Pnapi_chr_5	12077163	84
BGIBMGA011719	Bmori_chr_20	9690032	92	PIENAPG00000000754	Pnapi_chr_5	12087703	84
BGIBMGA011720	Bmori_chr_20	9696365	92	PIENAPG00000011264	Pnapi_chr_5	12103090	84
BGIBMGA011724	Bmori_chr_20	9739231	92	PIENAPG00000008669	Pnapi_chr_5	12139948	84
BGIBMGA011725	Bmori_chr_20	9744272	92	PIENAPG00000011491	Pnapi_chr_5	12147231	84
BGIBMGA011726	Bmori_chr_20	9758966	92	PIENAPG00000008620	Pnapi_chr_5	12159552	84
BGIBMGA011731	Bmori_chr_20	9912715	92	PIENAPG00000013045	Pnapi_chr_5	12328293	84
BGIBMGA011736	Bmori_chr_20	10481316	92	PIENAPG00000006429	Pnapi_chr_5	12357240	84
BGIBMGA011738	Bmori_chr_20	10501113	92	PIENAPG00000011245	Pnapi_chr_5	12365387	84
BGIBMGA011739	Bmori_chr_20	10511476	92	PIENAPG00000009259	Pnapi_chr_5	12371627	84
BGIBMGA011743	Bmori_chr_20	10601316	92	PIENAPG00000003318	Pnapi_chr_5	12430283	84
BGIBMGA011745	Bmori_chr_20	10643393	92	PIENAPG00000007491	Pnapi_chr_5	14274616	84
BGIBMGA011751	Bmori_chr_20	10720168	92	PIENAPG00000004740	Pnapi_chr_5	14249341	84
BGIBMGA011752	Bmori_chr_20	10740021	92	PIENAPG00000012766	Pnapi_chr_5	14244583	84
BGIBMGA011753	Bmori_chr_20	10761145	92	PIENAPG00000003033	Pnapi_chr_5	14240958	84
BGIBMGA011754	Bmori_chr_20	10779441	92	PIENAPG00000000717	Pnapi_chr_5	14231564	84
BGIBMGA011755	Bmori_chr_20	10790348	92	PIENAPG00000003060	Pnapi_chr_5	14224476	84
BGIBMGA011756	Bmori_chr_20	10811292	92	PIENAPG00000007545	Pnapi_chr_5	14210260	84
BGIBMGA011757	Bmori_chr_20	10846926	92	PIENAPG00000010834	Pnapi_chr_5	14202566	84
BGIBMGA011758	Bmori_chr_20	10861489	92	PIENAPG00000001046	Pnapi_chr_5	14200416	84
BGIBMGA011759	Bmori_chr_20	10864986	92	PIENAPG00000006732	Pnapi_chr_5	14193044	84
BGIBMGA011762	Bmori_chr_20	10927415	92	PIENAPG00000002038	Pnapi_chr_5	14171727	84
BGIBMGA011765	Bmori_chr_20	10996227	92	PIENAPG00000012419	Pnapi_chr_5	13980523	84
BGIBMGA011766	Bmori_chr_20	11274597	92	PIENAPG00000009565	Pnapi_chr_5	11015826	84
BGIBMGA011777	Bmori_chr_20	11594991	92	PIENAPG00000013072	Pnapi_chr_5	13921111	84
BGIBMGA011778	Bmori_chr_20	11612557	92	PIENAPG00000011546	Pnapi_chr_5	13930131	84
BGIBMGA011779	Bmori_chr_20	11629413	92	PIENAPG00000009102	Pnapi_chr_5	13951175	84
BGIBMGA011781	Bmori_chr_20	11645093	92	PIENAPG00000011372	Pnapi_chr_5	13933122	84
BGIBMGA011782	Bmori_chr_20	11661635	92	PIENAPG00000006825	Pnapi_chr_5	13958132	84
BGIBMGA011783	Bmori_chr_20	11673444	92	PIENAPG00000008467	Pnapi_chr_5	9807789	84
BGIBMGA011784	Bmori_chr_20	11690215	92	PIENAPG00000003008	Pnapi_chr_5	9813976	84
BGIBMGA011786	Bmori_chr_20	11758550	92	PIENAPG00000002897	Pnapi_chr_5	9862898	84
BGIBMGA011792	Bmori_chr_20	12663998	92	PIENAPG00000003114	Pnapi_chr_5	10226978	84
BGIBMGA011793	Bmori_chr_20	12669801	92	PIENAPG00000001317	Pnapi_chr_5	10230425	84
BGIBMGA011800	Bmori_chr_20	12917116	92	PIENAPG00000002303	Pnapi_chr_5	10822431	84
BGIBMGA011801	Bmori_chr_20	12959140	92	PIENAPG00000005784	Pnapi_chr_5	10696645	84
BGIBMGA011802	Bmori_chr_20	13104535	92	PIENAPG00000009893	Pnapi_chr_5	10689317	84
BGIBMGA011803	Bmori_chr_20	13113322	92	PIENAPG00000005545	Pnapi_chr_5	10678861	84
BGIBMGA011804	Bmori_chr_20	13126814	92	PIENAPG00000012080	Pnapi_chr_5	10659658	84
BGIBMGA011805	Bmori_chr_20	13142042	92	PIENAPG00000005550	Pnapi_chr_5	10676530	84
BGIBMGA011807	Bmori_chr_20	13201711	92	PIENAPG00000003975	Pnapi_chr_5	10621473	84
BGIBMGA011809	Bmori_chr_20	13217020	92	PIENAPG00000001612	Pnapi_chr_5	10590879	84
BGIBMGA011810	Bmori_chr_20	13244537	92	PIENAPG00000009401	Pnapi_chr_5	10576041	84
BGIBMGA011811	Bmori_chr_20	13287090	92	PIENAPG00000002166	Pnapi_chr_5	10556714	84
BGIBMGA011812	Bmori_chr_20	13291634	92	PIENAPG00000003494	Pnapi_chr_5	10555065	84
BGIBMGA011816	Bmori_chr_20	13320590	92	PIENAPG00000000554	Pnapi_chr_5	10536363	84
BGIBMGA011818	Bmori_chr_20	13378568	92	PIENAPG00000001841	Pnapi_chr_5	10507171	84
BGIBMGA011819	Bmori_chr_20	13380804	92	PIENAPG00000012329	Pnapi_chr_5	10504776	84
BGIBMGA011822	Bmori_chr_20	13490262	92	PIENAPG00000009767	Pnapi_chr_5	10432304	84
BGIBMGA011824	Bmori_chr_20	13520168	92	PIENAPG00000005867	Pnapi_chr_5	10412628	84
BGIBMGA011825	Bmori_chr_20	13559691	92	PIENAPG00000004277	Pnapi_chr_5	10390910	84
BGIBMGA011826	Bmori_chr_20	13579706	92	PIENAPG00000000153	Pnapi_chr_5	10983379	84
BGIBMGA011827	Bmori_chr_20	13600991	92	PIENAPG00000013382	Pnapi_chr_5	11028294	84
BGIBMGA011830	Bmori_chr_20	13694370	92	PIENAPG00000005631	Pnapi_chr_5	11176772	84
BGIBMGA011832	Bmori_chr_20	13703448	92	PIENAPG00000001810	Pnapi_chr_5	11179704	84
BGIBMGA011833	Bmori_chr_20	13706695	92	PIENAPG00000010345	Pnapi_chr_5	11181760	84
BGIBMGA011834	Bmori_chr_20	13713245	92	PIENAPG00000009148	Pnapi_chr_5	11184451	84
BGIBMGA011835	Bmori_chr_20	13719272	92	PIENAPG00000010345	Pnapi_chr_5	11181760	84
BGIBMGA011839	Bmori_chr_20	14280208	92	PIENAPG00000009384	Pnapi_chr_5	11226849	84
BGIBMGA011844	Bmori_chr_20	14478542	92	PIENAPG00000001280	Pnapi_chr_5	11388871	84
BGIBMGA011846	Bmori_chr_20	14517628	92	PIENAPG00000007371	Pnapi_chr_5	11418169	84
BGIBMGA011847	Bmori_chr_20	14529175	92	PIENAPG00000008338	Pnapi_chr_5	11423826	84
BGIBMGA011849	Bmori_chr_20	14603514	92	PIENAPG00000011199	Pnapi_chr_5	11503036	84
BGIBMGA011850	Bmori_chr_20	14606216	92	PIENAPG00000004865	Pnapi_chr_5	11503901	84
BGIBMGA011851	Bmori_chr_20	14613525	92	PIENAPG00000004906	Pnapi_chr_5	11507795	84
BGIBMGA011852	Bmori_chr_20	14618800	92	PIENAPG00000010054	Pnapi_chr_5	11530135	84
BGIBMGA011860	Bmori_chr_21	713809	92	PIENAPG00000012970	Pnapi_chr_5	292695	83
BGIBMGA011864	Bmori_chr_21	869906	92	PIENAPG00000001240	Pnapi_chr_5	363045	83
BGIBMGA011865	Bmori_chr_21	904493	92	PIENAPG00000001968	Pnapi_chr_5	394065	83
BGIBMGA011866	Bmori_chr_21	919252	92	PIENAPG00000005519	Pnapi_chr_5	396760	83
BGIBMGA011868	Bmori_chr_21	997862	92	PIENAPG00000003832	Pnapi_chr_5	436704	83
BGIBMGA011870	Bmori_chr_21	1026299	92	PIENAPG00000006900	Pnapi_chr_5	443592	83
BGIBMGA011875	Bmori_chr_21	1112929	92	PIENAPG00000001495	Pnapi_chr_5	458117	83
BGIBMGA011876	Bmori_chr_21	1124417	92	PIENAPG00000008485	Pnapi_chr_5	462909	83
BGIBMGA011881	Bmori_chr_21	1427248	92	PIENAPG00000001407	Pnapi_chr_5	624767	83
BGIBMGA011882	Bmori_chr_21	1450302	92	PIENAPG00000006868	Pnapi_chr_5	634360	83
BGIBMGA011883	Bmori_chr_21	1463287	92	PIENAPG00000004099	Pnapi_chr_5	642289	83
BGIBMGA011885	Bmori_chr_21	1561494	92	PIENAPG00000012175	Pnapi_chr_5	696342	83
BGIBMGA011887	Bmori_chr_21	1622093	92	PIENAPG00000009082	Pnapi_chr_5	727711	83
BGIBMGA011888	Bmori_chr_21	1637099	92	PIENAPG00000010851	Pnapi_chr_5	738756	83
BGIBMGA011889	Bmori_chr_21	1642047	92	PIENAPG00000011691	Pnapi_chr_5	749506	83
BGIBMGA011891	Bmori_chr_21	1666961	92	PIENAPG00000013612	Pnapi_chr_5	760319	83
BGIBMGA011893	Bmori_chr_21	1693688	92	PIENAPG00000003410	Pnapi_chr_5	768483	83
BGIBMGA011896	Bmori_chr_21	2235437	92	PIENAPG00000000780	Pnapi_chr_5	790771	83
BGIBMGA011897	Bmori_chr_21	2242321	92	PIENAPG00000004668	Pnapi_chr_5	794143	83
BGIBMGA011900	Bmori_chr_21	2259698	92	PIENAPG00000004093	Pnapi_chr_5	814391	83
