Marker Chromosome Physical_coordinate_bp genetic_coordinate_cM
10689 Chromosome_11 13814935 10.95
10690 Chromosome_11 13814946 10.95
10691 Chromosome_11 13837533 55.99
10692 Chromosome_11 13837535 55.99
10706 Chromosome_11 13925513 5.85
10707 Chromosome_11 13925521 5.85
10710 Chromosome_11 13925543 5.85
10712 Chromosome_11 13925582 5.85
10713 Chromosome_11 13925589 56.35
10714 Chromosome_11 13925594 56.35
10715 Chromosome_11 13925598 56.35
10717 Chromosome_11 13976694 55.63
10726 Chromosome_12 125014 0.73
10741 Chromosome_12 513130 0.73
10742 Chromosome_12 513132 0.73
10744 Chromosome_12 513143 0.00
10745 Chromosome_12 513153 0.00
10746 Chromosome_12 513175 0.00
10750 Chromosome_12 513188 0.00
10757 Chromosome_12 628724 1.46
10759 Chromosome_12 686404 1.46
10760 Chromosome_12 686410 1.46
10762 Chromosome_12 810301 1.82
10771 Chromosome_12 878547 1.82
10773 Chromosome_12 917823 1.82
10774 Chromosome_12 917830 1.82
10775 Chromosome_12 917837 1.82
10778 Chromosome_12 1124837 24.50
10781 Chromosome_12 1124859 24.50
10782 Chromosome_12 1124889 24.50
10802 Chromosome_12 1513481 4.81
10820 Chromosome_12 1920649 5.91
10824 Chromosome_12 2108002 5.91
10832 Chromosome_12 2355824 5.91
10843 Chromosome_12 2582842 8.12
10852 Chromosome_12 2748540 7.75
10867 Chromosome_12 3047111 8.48
10868 Chromosome_12 3093086 9.21
10877 Chromosome_12 3169100 9.57
10881 Chromosome_12 3275118 9.57
10886 Chromosome_12 3275146 45.69
10889 Chromosome_12 3350715 9.94
10902 Chromosome_12 3557088 9.57
10903 Chromosome_12 3557097 9.94
10904 Chromosome_12 3557109 9.57
10905 Chromosome_12 3557168 9.57
10906 Chromosome_12 3576395 9.21
10907 Chromosome_12 3576399 9.94
10915 Chromosome_12 3839571 9.57
10916 Chromosome_12 3839583 9.94
10917 Chromosome_12 3849560 9.57
10918 Chromosome_12 3849587 9.94
10919 Chromosome_12 3849632 9.94
10928 Chromosome_12 4182253 11.41
10929 Chromosome_12 4182261 11.41
10930 Chromosome_12 4182314 11.41
10934 Chromosome_12 4310227 13.24
10935 Chromosome_12 4310262 13.24
10937 Chromosome_12 4310292 13.24
10938 Chromosome_12 4368328 13.24
10939 Chromosome_12 4368358 13.24
10953 Chromosome_12 4593186 13.97
10954 Chromosome_12 4593190 13.97
10955 Chromosome_12 4593204 13.97
10956 Chromosome_12 4593211 13.97
10966 Chromosome_12 4925043 16.90
10967 Chromosome_12 4925061 16.90
10979 Chromosome_12 4992635 16.90
10981 Chromosome_12 4992675 16.90
10982 Chromosome_12 4992694 16.90
10983 Chromosome_12 5058811 16.90
10992 Chromosome_12 5223441 20.66
10993 Chromosome_12 5319161 21.76
10994 Chromosome_12 5319173 21.76
11004 Chromosome_12 5376959 21.76
11005 Chromosome_12 5376961 21.76
11012 Chromosome_12 5594586 23.22
11025 Chromosome_12 5718877 24.68
11026 Chromosome_12 5718888 24.68
11027 Chromosome_12 5718909 24.68
11028 Chromosome_12 5718912 24.68
11030 Chromosome_12 5718921 24.31
11031 Chromosome_12 5718922 24.31
11032 Chromosome_12 5718927 24.31
11033 Chromosome_12 5718943 23.95
11034 Chromosome_12 5718944 23.95
11035 Chromosome_12 5718949 23.95
11036 Chromosome_12 5718955 23.95
11086 Chromosome_12 5893057 23.58
11088 Chromosome_12 5903584 23.58
11089 Chromosome_12 5915953 23.58
11093 Chromosome_12 6035886 25.41
11126 Chromosome_12 6288703 26.88
11134 Chromosome_12 6385478 28.72
11136 Chromosome_12 6386093 29.08
11137 Chromosome_12 6533345 30.18
11145 Chromosome_12 6617900 30.91
11151 Chromosome_12 6656874 30.91
11152 Chromosome_12 6672712 30.91
11154 Chromosome_12 6672772 30.91
11156 Chromosome_12 6742808 31.28
11159 Chromosome_12 6782034 31.28
11172 Chromosome_12 6944164 31.64
11173 Chromosome_12 6989336 32.00
11174 Chromosome_12 6989393 32.00
11176 Chromosome_12 6989416 32.73
11177 Chromosome_12 7009657 32.00
11179 Chromosome_12 7009683 32.37
11183 Chromosome_12 7186962 32.00
11185 Chromosome_12 7204586 32.73
11186 Chromosome_12 7208437 32.73
11188 Chromosome_12 7305432 35.33
11192 Chromosome_12 7335931 35.33
11193 Chromosome_12 7342634 35.33
11198 Chromosome_12 7388649 35.70
11199 Chromosome_12 7388657 35.70
11215 Chromosome_12 7419160 35.70
11216 Chromosome_12 7510977 35.70
11217 Chromosome_12 7511039 35.70
11218 Chromosome_12 7511069 35.70
11221 Chromosome_12 7524800 35.70
11222 Chromosome_12 7524852 35.70
11223 Chromosome_12 7532053 35.70
11225 Chromosome_12 7599216 35.70
11231 Chromosome_12 7737912 36.43
11232 Chromosome_12 7743459 50.42
11234 Chromosome_12 7743478 50.42
11235 Chromosome_12 7743490 36.06
11236 Chromosome_12 7743491 36.06
11240 Chromosome_12 7743503 36.43
11241 Chromosome_12 7743504 36.43
11242 Chromosome_12 7743506 36.43
11245 Chromosome_12 7743515 36.43
11246 Chromosome_12 7743517 36.43
11250 Chromosome_12 7745639 36.43
11252 Chromosome_12 7841037 36.79
11254 Chromosome_12 7942812 37.15
11255 Chromosome_12 7942834 37.15
11256 Chromosome_12 7942839 37.15
11257 Chromosome_12 7942852 36.79
11258 Chromosome_12 7942853 37.15
11264 Chromosome_12 8059108 37.88
11265 Chromosome_12 8059131 37.88
11266 Chromosome_12 8059153 37.88
11268 Chromosome_12 8070239 36.79
11271 Chromosome_12 8344376 39.73
11274 Chromosome_12 8344389 39.73
11275 Chromosome_12 8527937 40.82
11276 Chromosome_12 8527938 40.82
11295 Chromosome_12 8658538 40.46
11296 Chromosome_12 8658632 40.82
11297 Chromosome_12 8668885 40.82
11301 Chromosome_12 8701894 40.46
11302 Chromosome_12 8701924 40.46
11310 Chromosome_12 8757179 41.92
11311 Chromosome_12 8757212 41.55
11318 Chromosome_12 8872341 43.01
11319 Chromosome_12 8872350 43.01
11320 Chromosome_12 8872356 43.01
11329 Chromosome_12 9063914 43.74
11332 Chromosome_12 9309547 50.51
11342 Chromosome_12 9309598 44.47
11343 Chromosome_12 9309601 50.51
11344 Chromosome_12 9309605 50.51
11348 Chromosome_12 9337379 44.47
11349 Chromosome_12 9337391 44.11
11351 Chromosome_12 9550024 46.69
11354 Chromosome_12 9623755 46.69
11359 Chromosome_12 9872895 47.42
11366 Chromosome_12 9986403 47.06
11367 Chromosome_12 9986404 47.06
11368 Chromosome_12 9986431 47.06
11370 Chromosome_12 10166934 47.06
11373 Chromosome_12 10166965 47.06
11380 Chromosome_12 10313620 48.89
11381 Chromosome_12 10313629 49.26
11382 Chromosome_12 10313647 49.26
11384 Chromosome_12 10372057 49.99
11385 Chromosome_12 10372088 49.99
11407 Chromosome_12 10701435 51.08
11408 Chromosome_12 10701438 51.08
11411 Chromosome_12 10815275 51.08
11413 Chromosome_12 10847939 20.07
11416 Chromosome_12 10862666 51.45
11417 Chromosome_12 10862668 51.45
11418 Chromosome_12 10862675 51.45
11419 Chromosome_12 10862678 51.45
11423 Chromosome_12 10909979 52.91
11424 Chromosome_12 10916838 51.45
11431 Chromosome_12 10963054 51.81
11432 Chromosome_12 10963113 51.81
11433 Chromosome_12 10963114 51.81
11436 Chromosome_12 10981040 52.54
11437 Chromosome_12 10981044 52.54
11438 Chromosome_12 10981063 52.54
11439 Chromosome_12 10981068 52.54
11440 Chromosome_12 10981092 52.54
11441 Chromosome_12 10981095 51.81
11443 Chromosome_12 11098707 52.54
11452 Chromosome_12 11251534 55.51
11453 Chromosome_12 11251541 55.51
11455 Chromosome_12 11251565 55.51
11456 Chromosome_12 11251590 55.51
11457 Chromosome_12 11269337 55.51
11468 Chromosome_12 11632049 15.78
11470 Chromosome_12 11632057 56.61
11473 Chromosome_12 11632073 56.61
11474 Chromosome_12 11632088 56.61
11475 Chromosome_12 11632089 15.42
11493 Chromosome_12 11936143 58.06
11497 Chromosome_12 11936196 57.34
11500 Chromosome_12 12016441 57.70
11501 Chromosome_12 12016448 57.70
11503 Chromosome_12 12016475 57.70
11504 Chromosome_12 12016476 58.06
11511 Chromosome_12 12336862 59.54
11513 Chromosome_12 12336937 59.54
11515 Chromosome_12 12336949 59.54
11516 Chromosome_12 12501316 0.00
11520 Chromosome_12 12501337 0.00
11522 Chromosome_12 12501354 0.00
11525 Chromosome_12 12519586 60.27
11526 Chromosome_12 12519592 60.27
11527 Chromosome_12 12519616 60.27
11528 Chromosome_12 12519640 60.27
11535 Chromosome_12 12702566 60.63
11547 Chromosome_12 12867187 60.99
11561 Chromosome_12 13070387 60.63
11563 Chromosome_12 13070446 60.99
11565 Chromosome_12 13382183 61.72
11567 Chromosome_12 13382237 61.72
11570 Chromosome_12 13416014 61.72
11572 Chromosome_12 13416053 61.72
11573 Chromosome_12 13416054 61.72
11580 Chromosome_12 13799709 61.72
11582 Chromosome_12 13799734 61.72
11594 Chromosome_12 13834199 61.72
11607 Chromosome_12 14021300 64.67
11613 Chromosome_12 14021328 64.67
11621 Chromosome_12 14096511 62.45
11622 Chromosome_12 14096545 62.45
11623 Chromosome_12 14096548 62.45
11630 Chromosome_13 52307 0.00
11631 Chromosome_13 52313 0.00
11632 Chromosome_13 52320 0.36
11633 Chromosome_13 52330 0.00
11635 Chromosome_13 91698 0.36
11636 Chromosome_13 91734 0.00
11641 Chromosome_13 103028 0.36
11642 Chromosome_13 166658 1.09
11644 Chromosome_13 166682 1.09
11645 Chromosome_13 166699 1.09
11646 Chromosome_13 226992 1.46
11647 Chromosome_13 227022 1.09
11648 Chromosome_13 227043 1.09
11649 Chromosome_13 227079 1.46
11650 Chromosome_13 240753 1.46
11653 Chromosome_13 255246 1.46
11654 Chromosome_13 255254 1.09
11655 Chromosome_13 255265 1.46
11656 Chromosome_13 255267 1.09
11657 Chromosome_13 255270 1.46
11659 Chromosome_13 255321 1.46
11665 Chromosome_13 264598 1.46
11667 Chromosome_13 300193 1.09
11668 Chromosome_13 300201 1.09
11701 Chromosome_13 706173 3.68
11704 Chromosome_13 934414 4.78
11705 Chromosome_13 934423 4.78
11706 Chromosome_13 934441 4.78
11711 Chromosome_13 1048691 4.78
11723 Chromosome_13 1277271 4.78
11724 Chromosome_13 1277298 4.78
11728 Chromosome_13 1533525 5.87
11730 Chromosome_13 1533532 5.87
11738 Chromosome_13 1533566 5.87
11739 Chromosome_13 1661308 6.97
11741 Chromosome_13 1761518 9.16
11746 Chromosome_13 1964464 9.16
11747 Chromosome_13 1964483 9.16
11749 Chromosome_13 1986447 9.53
11750 Chromosome_13 1986457 9.53
11757 Chromosome_13 2062835 9.16
11758 Chromosome_13 2062841 9.16
11759 Chromosome_13 2062870 9.16
11760 Chromosome_13 2126719 9.16
11761 Chromosome_13 2126810 9.16
11767 Chromosome_13 2351283 24.89
11775 Chromosome_13 2351333 11.31
11777 Chromosome_13 2351342 24.89
11801 Chromosome_13 2457189 58.78
11806 Chromosome_13 2457212 58.42
11810 Chromosome_13 2480192 11.36
11834 Chromosome_13 2615994 12.09
11835 Chromosome_13 2616009 12.09
11836 Chromosome_13 2616013 12.09
11837 Chromosome_13 2616026 12.09
11838 Chromosome_13 2616055 12.09
11839 Chromosome_13 2616061 12.09
11869 Chromosome_13 2721733 12.09
11870 Chromosome_13 2721789 12.09
11877 Chromosome_13 2785482 12.09
11878 Chromosome_13 2785516 12.09
11880 Chromosome_13 2785530 12.09
11882 Chromosome_13 2785554 12.09
11899 Chromosome_13 3040696 12.82
11900 Chromosome_13 3040729 12.82
11901 Chromosome_13 3040731 12.82
11902 Chromosome_13 3040732 12.82
11906 Chromosome_13 3259591 12.82
11930 Chromosome_13 3932491 15.78
11947 Chromosome_13 4129453 16.51
11948 Chromosome_13 4129461 16.51
11956 Chromosome_13 4222261 16.51
11966 Chromosome_13 4297130 17.24
11983 Chromosome_13 4549388 21.37
11991 Chromosome_13 4686882 42.20
11994 Chromosome_13 4686890 30.31
11999 Chromosome_13 4686919 42.20
12000 Chromosome_13 4686930 30.31
12001 Chromosome_13 4691125 22.10
12013 Chromosome_13 5043881 25.08
12016 Chromosome_13 5043908 25.08
12019 Chromosome_13 5043930 25.08
12081 Chromosome_13 5473797 27.31
12097 Chromosome_13 5666475 29.53
12121 Chromosome_13 5817623 29.53
12122 Chromosome_13 5817642 29.53
12124 Chromosome_13 5817682 29.53
12125 Chromosome_13 5817696 29.53
12126 Chromosome_13 5817708 29.89
12128 Chromosome_13 5824158 29.53
12129 Chromosome_13 5824176 29.53
12130 Chromosome_13 5824177 29.53
12132 Chromosome_13 5824202 29.53
12133 Chromosome_13 5831628 29.53
12134 Chromosome_13 5831658 29.89
12135 Chromosome_13 5831679 29.89
12136 Chromosome_13 5831686 31.35
12140 Chromosome_13 5963375 15.78
12142 Chromosome_13 5963406 15.78
12143 Chromosome_13 5963410 11.43
12144 Chromosome_13 5963415 11.43
12145 Chromosome_13 5963424 11.43
12147 Chromosome_13 6111039 30.62
12149 Chromosome_13 6111045 30.62
12151 Chromosome_13 6111090 30.62
12152 Chromosome_13 6111111 30.62
12168 Chromosome_13 6289334 32.45
12170 Chromosome_13 6289355 32.45
12187 Chromosome_13 6329660 32.45
12189 Chromosome_13 6345126 32.45
12192 Chromosome_13 6345148 32.45
12193 Chromosome_13 6345169 32.45
12196 Chromosome_13 6345182 32.45
12197 Chromosome_13 6345183 32.45
12200 Chromosome_13 6345198 32.45
12225 Chromosome_13 6598150 33.54
12227 Chromosome_13 6598180 33.54
12234 Chromosome_13 6675080 33.54
12235 Chromosome_13 6675107 33.54
12236 Chromosome_13 6675109 33.18
12238 Chromosome_13 6675128 32.81
12240 Chromosome_13 6687586 32.81
12243 Chromosome_13 6734248 35.00
12252 Chromosome_13 6812750 35.00
12253 Chromosome_13 6812779 35.00
12254 Chromosome_13 6812801 35.00
12255 Chromosome_13 6868273 35.00
12259 Chromosome_13 6947577 6.27
12272 Chromosome_13 6947626 6.27
12284 Chromosome_13 6965067 35.00
12288 Chromosome_13 7075282 36.09
12294 Chromosome_13 7129058 35.73
12298 Chromosome_13 7140493 35.73
12315 Chromosome_13 7242004 35.37
12325 Chromosome_13 7341727 35.73
12332 Chromosome_13 7341774 35.73
12335 Chromosome_13 7398807 35.73
12340 Chromosome_13 7574125 46.22
12341 Chromosome_13 7574126 46.22
12347 Chromosome_13 7574156 46.22
12350 Chromosome_13 7574189 46.59
12351 Chromosome_13 7574190 46.22
12352 Chromosome_13 7574193 46.22
12362 Chromosome_13 7659951 37.94
12381 Chromosome_13 7734395 37.94
12382 Chromosome_13 7762465 39.78
12383 Chromosome_13 7762467 39.78
12386 Chromosome_13 7857668 41.24
12396 Chromosome_13 7880734 40.88
12397 Chromosome_13 7880735 40.88
12409 Chromosome_13 8066812 41.60
12413 Chromosome_13 8220324 40.51
12417 Chromosome_13 8350748 41.97
12418 Chromosome_13 8350820 41.60
12422 Chromosome_13 8384750 42.69
12423 Chromosome_13 8384753 42.69
12424 Chromosome_13 8384755 42.69
12425 Chromosome_13 8384768 42.69
12454 Chromosome_13 8541865 15.55
12455 Chromosome_13 8611841 43.79
12456 Chromosome_13 8611848 43.79
12462 Chromosome_13 8689606 43.79
12476 Chromosome_13 8781226 44.16
12478 Chromosome_13 8784687 44.52
12480 Chromosome_13 8784797 44.52
12481 Chromosome_13 8784873 44.52
12482 Chromosome_13 8784878 44.52
12483 Chromosome_13 8784890 44.52
12506 Chromosome_13 8897238 45.25
12514 Chromosome_13 9014638 46.35
12516 Chromosome_13 9014676 46.35
12517 Chromosome_13 9040959 46.71
12518 Chromosome_13 9040973 46.71
12519 Chromosome_13 9040992 46.71
12520 Chromosome_13 9040995 46.71
12521 Chromosome_13 9040999 46.71
12523 Chromosome_13 9044212 46.35
12532 Chromosome_13 9044279 46.35
12534 Chromosome_13 9151176 47.44
12535 Chromosome_13 9151191 47.44
12546 Chromosome_13 9319522 47.81
12549 Chromosome_13 9319575 47.81
12562 Chromosome_13 9411526 47.81
12565 Chromosome_13 9411558 47.81
12567 Chromosome_13 9411569 47.81
12568 Chromosome_13 9411591 47.81
12572 Chromosome_13 9478125 47.81
12595 Chromosome_13 9530413 39.07
12596 Chromosome_13 9530423 9.12
12597 Chromosome_13 9530469 39.07
12601 Chromosome_13 9772127 49.26
12603 Chromosome_13 9813765 48.90
12618 Chromosome_13 9973540 50.74
12619 Chromosome_13 9973586 50.74
12620 Chromosome_13 9973590 50.74
12621 Chromosome_13 9973612 50.74
12622 Chromosome_13 10038221 52.21
12623 Chromosome_13 10038248 52.21
12624 Chromosome_13 10095252 15.07
12625 Chromosome_13 10095282 15.07
12626 Chromosome_13 10095292 15.07
12634 Chromosome_13 10337940 55.14
12635 Chromosome_13 10337957 55.14
12638 Chromosome_13 10341497 54.78
12639 Chromosome_13 10341512 54.78
12640 Chromosome_13 10341513 54.41
12641 Chromosome_13 10341518 54.41
12643 Chromosome_13 10360991 55.14
12644 Chromosome_13 10360994 54.05
12645 Chromosome_13 10361008 54.05
12646 Chromosome_13 10361009 54.05
12647 Chromosome_13 10361012 55.14
12648 Chromosome_13 10361013 54.05
12649 Chromosome_13 10361018 55.14
12650 Chromosome_13 10361024 54.05
12651 Chromosome_13 10361030 55.14
12652 Chromosome_13 10361038 54.05
12653 Chromosome_13 10361048 55.14
12654 Chromosome_13 10361053 55.14
12655 Chromosome_13 10361062 54.05
12659 Chromosome_13 10421707 55.87
12660 Chromosome_13 10442566 55.51
12661 Chromosome_13 10442593 55.87
12663 Chromosome_13 10510663 55.87
12678 Chromosome_13 10546128 56.60
12680 Chromosome_13 10567760 56.23
12691 Chromosome_13 10630633 56.60
12693 Chromosome_13 10630647 56.23
12701 Chromosome_13 10907020 56.60
12703 Chromosome_13 10918181 56.60
12704 Chromosome_13 10918190 56.60
12705 Chromosome_13 10918232 56.23
12715 Chromosome_13 10943459 28.86
12752 Chromosome_13 10964929 56.23
12753 Chromosome_13 10964937 56.23
12754 Chromosome_13 10964946 56.60
12755 Chromosome_13 10964968 56.23
12759 Chromosome_13 11016362 56.23
12762 Chromosome_13 11016373 56.23
12764 Chromosome_13 11016395 56.96
12765 Chromosome_13 11016399 56.23
12766 Chromosome_13 11110412 58.05
12767 Chromosome_13 11110475 59.14
12769 Chromosome_13 11110501 59.14
12770 Chromosome_13 11110506 58.05
12772 Chromosome_13 11195197 58.42
12773 Chromosome_13 11195213 58.42
12777 Chromosome_13 11195235 58.78
12778 Chromosome_13 11195239 58.42
12782 Chromosome_13 11195341 59.14
12783 Chromosome_13 11195358 58.42
12785 Chromosome_13 11200515 59.14
12798 Chromosome_13 11290328 58.42
12801 Chromosome_13 11342420 6.24
12803 Chromosome_13 11342438 5.51
12805 Chromosome_13 11383426 60.61
12806 Chromosome_13 11383464 60.61
12807 Chromosome_13 11383467 60.61
12808 Chromosome_13 11383479 60.61
12810 Chromosome_13 11494782 60.61
12813 Chromosome_13 11494856 60.24
12818 Chromosome_13 11614942 60.97
12819 Chromosome_13 11614958 60.97
12820 Chromosome_13 11614985 60.97
12821 Chromosome_13 11622239 60.97
12822 Chromosome_13 11701008 62.06
12823 Chromosome_13 11701009 62.06
12826 Chromosome_13 11701025 62.06
12827 Chromosome_13 11701038 61.70
12828 Chromosome_13 11701044 61.70
12829 Chromosome_13 11702359 61.70
12830 Chromosome_13 11737080 61.70
12833 Chromosome_13 11805409 62.06
12839 Chromosome_13 11814762 61.70
12842 Chromosome_13 11814784 61.70
12843 Chromosome_13 11814805 61.70
12845 Chromosome_14 43024 56.38
12846 Chromosome_14 43043 56.38
12847 Chromosome_14 56785 56.38
12848 Chromosome_14 56822 56.38
12850 Chromosome_14 63702 56.02
12857 Chromosome_14 130960 56.38
12860 Chromosome_14 176436 56.38
12861 Chromosome_14 176453 56.38
12864 Chromosome_14 210499 56.38
12868 Chromosome_14 278883 56.38
12875 Chromosome_14 587970 54.92
12876 Chromosome_14 587995 54.92
12879 Chromosome_14 713062 55.29
12885 Chromosome_14 1062431 53.82
12892 Chromosome_14 1156662 52.36
12898 Chromosome_14 1193130 52.36
12901 Chromosome_14 1193145 52.36
12914 Chromosome_14 1790224 52.73
12922 Chromosome_14 1845810 52.73
12927 Chromosome_14 1845861 52.73
12938 Chromosome_14 2129868 50.17
12939 Chromosome_14 2129886 50.53
12940 Chromosome_14 2129891 50.53
12941 Chromosome_14 2129896 50.17
12942 Chromosome_14 2129910 50.17
12944 Chromosome_14 2164783 50.17
12945 Chromosome_14 2164784 50.17
12946 Chromosome_14 2164786 51.26
12947 Chromosome_14 2164802 50.17
12951 Chromosome_14 2255890 49.44
12953 Chromosome_14 2255910 49.44
12954 Chromosome_14 2271410 49.81
12956 Chromosome_14 2271452 49.81
12958 Chromosome_14 2271731 49.44
12962 Chromosome_14 2280375 49.44
12963 Chromosome_14 2280378 49.44
12964 Chromosome_14 2280388 49.44
12965 Chromosome_14 2280443 49.44
12966 Chromosome_14 2280446 49.81
12967 Chromosome_14 2412696 49.81
12968 Chromosome_14 2432523 49.81
12970 Chromosome_14 2432568 49.44
12971 Chromosome_14 2441149 49.44
12972 Chromosome_14 2441153 49.44
12979 Chromosome_14 2559472 49.44
12980 Chromosome_14 2559481 49.81
12981 Chromosome_14 2559496 49.81
12982 Chromosome_14 2559499 49.81
12983 Chromosome_14 2559529 49.44
12985 Chromosome_14 2697467 43.55
12993 Chromosome_14 2763637 46.49
12994 Chromosome_14 2763639 46.49
12995 Chromosome_14 2763641 46.49
12996 Chromosome_14 2763666 46.49
12999 Chromosome_14 2763694 46.49
13000 Chromosome_14 2763696 46.49
13002 Chromosome_14 2794889 46.49
13009 Chromosome_14 2936921 45.76
13023 Chromosome_14 3061132 20.29
13024 Chromosome_14 3061134 20.29
13028 Chromosome_14 3061143 20.29
13032 Chromosome_14 3061155 20.29
13038 Chromosome_14 3127848 45.40
13039 Chromosome_14 3127898 45.76
13040 Chromosome_14 3127899 45.40
13041 Chromosome_14 3165394 45.76
13043 Chromosome_14 3165469 45.76
13044 Chromosome_14 3165481 45.76
13048 Chromosome_14 3240352 45.76
13050 Chromosome_14 3240394 45.76
13056 Chromosome_14 3309878 45.76
13057 Chromosome_14 3309881 45.76
13083 Chromosome_14 3891415 38.20
13084 Chromosome_14 3958669 38.20
13085 Chromosome_14 3958674 38.20
13087 Chromosome_14 3975869 38.20
13090 Chromosome_14 3975944 38.20
13091 Chromosome_14 3975959 38.20
13092 Chromosome_14 3977618 38.20
13095 Chromosome_14 4118657 6.23
13104 Chromosome_14 4211819 36.36
13123 Chromosome_14 4292786 35.99
13125 Chromosome_14 4292806 35.99
13126 Chromosome_14 4292816 35.99
13129 Chromosome_14 4292819 35.99
13130 Chromosome_14 4292821 35.99
13131 Chromosome_14 4292826 35.99
13133 Chromosome_14 4292843 35.99
13135 Chromosome_14 4409234 34.15
13136 Chromosome_14 4409240 34.15
13137 Chromosome_14 4409257 34.15
13139 Chromosome_14 4409267 34.15
13140 Chromosome_14 4409278 33.78
13143 Chromosome_14 4545479 0.00
13144 Chromosome_14 4545483 0.00
13145 Chromosome_14 4545516 0.73
13163 Chromosome_14 4632043 0.00
13172 Chromosome_14 4696609 0.36
13174 Chromosome_14 4696625 0.00
13175 Chromosome_14 4696627 0.36
13176 Chromosome_14 4696679 0.00
13180 Chromosome_14 4697343 0.36
13182 Chromosome_14 4697348 0.36
13183 Chromosome_14 4697366 0.00
13193 Chromosome_14 4846552 0.73
13194 Chromosome_14 4846558 0.73
13195 Chromosome_14 4846563 0.73
13202 Chromosome_14 5036110 1.09
13203 Chromosome_14 5036150 1.09
13216 Chromosome_14 5519280 31.21
13217 Chromosome_14 5519306 31.21
13218 Chromosome_14 5519307 30.48
13221 Chromosome_14 5532886 30.85
13222 Chromosome_14 5532933 30.85
13257 Chromosome_14 6117143 1.46
13266 Chromosome_14 6117183 1.10
13270 Chromosome_14 6117197 1.10
13271 Chromosome_14 6172221 28.26
13272 Chromosome_14 6243599 27.53
13274 Chromosome_14 6488725 27.53
13279 Chromosome_14 6534185 27.17
13281 Chromosome_14 6534205 27.17
13282 Chromosome_14 6534224 27.17
13283 Chromosome_14 6626335 35.44
13288 Chromosome_14 6740353 39.56
13289 Chromosome_14 6740355 54.00
13293 Chromosome_14 6741879 26.07
13295 Chromosome_14 6741899 26.07
13308 Chromosome_14 7107240 23.48
13311 Chromosome_14 7170213 23.48
13339 Chromosome_14 7412838 22.75
13346 Chromosome_14 7790381 8.63
13351 Chromosome_14 7881723 9.72
13353 Chromosome_14 7881800 9.72
13355 Chromosome_14 8068880 10.81
13356 Chromosome_14 8068884 10.45
13357 Chromosome_14 8068892 10.81
13358 Chromosome_14 8068902 10.81
13359 Chromosome_14 8068941 10.81
13361 Chromosome_14 8068970 10.81
13362 Chromosome_14 8068972 10.81
13365 Chromosome_14 8073242 10.81
13367 Chromosome_14 8097578 10.45
13368 Chromosome_14 8097594 10.81
13372 Chromosome_14 8385626 12.66
13381 Chromosome_14 8403577 12.66
13389 Chromosome_14 8565210 13.39
13390 Chromosome_14 8565225 13.39
13391 Chromosome_14 8565231 13.39
13392 Chromosome_14 8565238 13.39
13393 Chromosome_14 8616048 13.75
13394 Chromosome_14 8853649 13.75
13395 Chromosome_14 8853673 13.75
13397 Chromosome_14 8900207 13.75
13398 Chromosome_14 8900216 13.75
13400 Chromosome_14 8900226 13.75
13415 Chromosome_14 9204915 15.58
13417 Chromosome_14 9204941 15.58
13418 Chromosome_14 9204942 16.31
13419 Chromosome_14 9204945 16.31
13423 Chromosome_14 9241532 15.95
13429 Chromosome_14 9661992 21.66
13433 Chromosome_14 9683308 21.66
13434 Chromosome_14 9683309 21.66
13435 Chromosome_14 9683353 21.66
13448 Chromosome_15 73478 0.00
13451 Chromosome_15 106784 0.00
13452 Chromosome_15 106798 0.00
13455 Chromosome_15 106812 0.00
13459 Chromosome_15 129266 1.10
13460 Chromosome_15 132275 1.10
13465 Chromosome_15 284586 1.10
13466 Chromosome_15 284590 1.10
13467 Chromosome_15 331380 1.10
13470 Chromosome_15 417434 2.57
13471 Chromosome_15 417440 2.57
13472 Chromosome_15 417442 2.57
13475 Chromosome_15 542429 2.57
13517 Chromosome_15 1371955 7.88
13519 Chromosome_15 1445698 7.52
13520 Chromosome_15 1445699 7.52
13536 Chromosome_15 1816892 51.72
13537 Chromosome_15 1843894 51.72
13538 Chromosome_15 1843898 51.72
13544 Chromosome_15 1907377 50.63
13556 Chromosome_15 1944795 50.99
13559 Chromosome_15 1985991 50.63
13561 Chromosome_15 1986015 50.99
13562 Chromosome_15 1986018 50.99
13566 Chromosome_15 2027707 50.99
13567 Chromosome_15 2027710 50.99
13571 Chromosome_15 2074441 50.27
13572 Chromosome_15 2074459 50.99
13575 Chromosome_15 2074531 50.63
13576 Chromosome_15 2248052 4.73
13583 Chromosome_15 2305401 4.73
13584 Chromosome_15 2325276 4.73
13585 Chromosome_15 2325277 4.73
13586 Chromosome_15 2325288 4.73
13587 Chromosome_15 2325300 4.73
13590 Chromosome_15 2325357 4.73
13601 Chromosome_15 2512089 10.08
13604 Chromosome_15 2562637 10.08
13605 Chromosome_15 2562645 9.71
13607 Chromosome_15 2562662 9.35
13608 Chromosome_15 2562677 10.08
13613 Chromosome_15 2734917 25.85
13618 Chromosome_15 3167506 12.66
13620 Chromosome_15 3167561 12.30
13625 Chromosome_15 3333386 14.14
13627 Chromosome_15 3340532 14.14
13628 Chromosome_15 3340556 14.14
13629 Chromosome_15 3340574 14.14
13631 Chromosome_15 3385005 14.50
13644 Chromosome_15 3563084 15.60
13645 Chromosome_15 3563097 15.60
13659 Chromosome_15 3773435 16.69
13660 Chromosome_15 3773461 16.69
13661 Chromosome_15 3773473 16.69
13665 Chromosome_15 3833774 16.69
